symbol,name,country,ipo_year,sector,industry
EBS,Emergent BioSolutions Inc. Common Stock,United States,2006,Health Care,Biotechnology: Pharmaceutical Preparations
EBTC,Enterprise Bancorp Inc Common Stock,United States,,Finance,Major Banks
EC,Ecopetrol S.A. American Depositary Shares,Colombia,,Energy,Oil & Gas Production
ECAT,BlackRock ESG Capital Allocation Term Trust Common Shares of Beneficial Interest,United States,2021,Finance,Trusts Except Educational Religious and Charitable
ECC           ,Eagle Point Credit Company Inc. Common Stock,United States,2014,Finance,Trusts Except Educational Religious and Charitable
ECCC,Eagle Point Credit Company Inc. 6.50% Series C Term Preferred Stock due 2031,United States,,Finance,Trusts Except Educational Religious and Charitable
ECCF,Eagle Point Credit Company Inc. 8.00% Series F Term Preferred Stock due 2029,United States,,,
ECCV,Eagle Point Credit Company Inc. 5.375% Notes due 2029,United States,2022,Finance,Trusts Except Educational Religious and Charitable
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,United States,2021,Finance,Trusts Except Educational Religious and Charitable
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,United States,2022,Finance,Trusts Except Educational Religious and Charitable
ECG,Everus Construction Group Inc. Common Stock,United States,2024,Consumer Discretionary,Homebuilding
ECL,Ecolab Inc. Common Stock,United States,,Consumer Discretionary,Package Goods/Cosmetics
ECPG,Encore Capital Group Inc Common Stock,United States,,Finance,Finance Companies
ECVT,Ecovyst Inc. Common Stock,United States,2017,Industrials,Major Chemicals
ECX,ECARX Holdings Inc. Class A Ordinary shares,China,,Technology,EDP Services
ED,Consolidated Edison Inc. Common Stock,United States,,Utilities,Power Generation
EDN,Empresa Distribuidora Y Comercializadora Norte S.A. (Edenor) American Depositary Shares,Argentina,2007,Utilities,Electric Utilities: Central
EDR,Endeavor Group Holdings Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Services-Misc. Amusement & Recreation
EDU,New Oriental Education & Technology Group Inc. Sponsored ADR representing 10 Ordinary Share (Cayman Islands),China,2006,Real Estate,Other Consumer Services
EE,Excelerate Energy Inc. Class A Common Stock,United States,2022,Utilities,Oil/Gas Transmission
EEFT,Euronet Worldwide Inc. Common Stock,United States,1997,Finance,Investment Bankers/Brokers/Service
EEX,Emerald Holding Inc. Common Stock,United States,2017,Consumer Discretionary,Business Services
EFC,Ellington Financial Inc. Common Stock ,United States,2010,Finance,Real Estate
EFSC,Enterprise Financial Services Corporation Common Stock,United States,,Finance,Major Banks
EFSCP,Enterprise Financial Services Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of 5% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,Finance,Major Banks
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,United States,2004,Finance,Finance Companies
EFX,Equifax Inc. Common Stock,United States,,Finance,Finance: Consumer Services
EFXT,Enerflex Ltd Common Shares,Canada,2022,Industrials,Industrial Machinery/Components
EG,Everest Group Ltd. Common Stock,Bermuda,,Finance,Property-Casualty Insurers
EGBN,Eagle Bancorp Inc. Common Stock,United States,,Finance,Major Banks
EGHT,8x8 Inc Common Stock,United States,,Technology,EDP Services
EGY,VAALCO Energy Inc.  Common Stock,United States,,Energy,Oil & Gas Production
EH,EHang Holdings Limited ADS,China,2019,Industrials,Aerospace
EHAB,Enhabit Inc. Common Stock,United States,2022,Health Care,Medical/Nursing Services
EHC,Encompass Health Corporation Common Stock,United States,,Health Care,Hospital/Nursing Management
EIG,Employers Holdings Inc Common Stock,United States,2007,Finance,Property-Casualty Insurers
EIX,Edison International Common Stock,United States,,Utilities,Electric Utilities: Central
EL,Estee Lauder Companies Inc. (The) Common Stock,United States,1995,Consumer Discretionary,Package Goods/Cosmetics
ELAN,Elanco Animal Health Incorporated Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,United States,2016,Utilities,Electric Utilities: Central
ELF,e.l.f. Beauty Inc. Common Stock,United States,2016,Consumer Discretionary,Package Goods/Cosmetics
ELME,Elme Communities Common Stock,United States,2000,Real Estate,Real Estate Investment Trusts
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),Brazil,2021,Utilities,Electric Utilities: Central
ELPC,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing four (4) Common Shares),Brazil,2023,Utilities,Electric Utilities: Central
ELS,Equity Lifestyle Properties Inc. Common Stock,United States,,Real Estate,Real Estate Investment Trusts
ELV,Elevance Health Inc. Common Stock,United States,,Health Care,Medical Specialities
ELVN,Enliven Therapeutics Inc. Common Stock,United States,2020,Health Care,Biotechnology: Pharmaceutical Preparations
EMBC,Embecta Corp. Common Stock,United States,,Health Care,Medical/Dental Instruments
EME,EMCOR Group Inc. Common Stock,United States,,Industrials,Engineering & Construction
EMN,Eastman Chemical Company Common Stock,United States,,Industrials,Major Chemicals
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,United States,2016,Utilities,Electric Utilities: Central
EMR,Emerson Electric Company Common Stock,United States,,Technology,Consumer Electronics/Appliances
ENB,Enbridge Inc Common Stock,Canada,,Energy,Natural Gas Distribution
ENFN,Enfusion Inc. Class A Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
ENGN,enGene Holdings Inc. Common Stock,Canada,,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),Chile,2016,Utilities,Electric Utilities: Central
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,United States,,Utilities,Power Generation
ENLT,Enlight Renewable Energy Ltd. Ordinary Shares,Israel,2023,Utilities,Electric Utilities: Central
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,United States,2016,Utilities,Power Generation
ENOV,Enovis Corporation Common Stock,United States,,Health Care,Industrial Specialties
ENPH,Enphase Energy Inc. Common Stock,United States,2012,Technology,Semiconductors
ENR,Energizer Holdings Inc. Common Stock,United States,2015,Miscellaneous,Industrial Machinery/Components
ENS,EnerSys Common Stock,United States,2004,Technology,Industrial Machinery/Components
ENSG,The Ensign Group Inc. Common Stock,United States,2007,Health Care,Hospital/Nursing Management
ENTG,Entegris Inc. Common Stock,United States,2000,Industrials,Plastic Products
ENVA,Enova International Inc. Common Stock,United States,2014,Finance,Finance: Consumer Services
ENVX,Enovix Corporation Common Stock,United States,2021,Miscellaneous,Industrial Machinery/Components
EOG,EOG Resources Inc. Common Stock,United States,,Energy,Oil & Gas Production
EOLS,Evolus Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
EOSE,Eos Energy Enterprises Inc. Class A Common Stock,United States,,Miscellaneous,Industrial Machinery/Components
EPAC,Enerpac Tool Group Corp. Common Stock,United States,,Technology,Industrial Machinery/Components
EPAM,EPAM Systems Inc. Common Stock,United States,2012,Technology,EDP Services
EPC,Edgewell Personal Care Company Common Stock,United States,,Consumer Discretionary,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P. Common Stock,United States,,Utilities,Natural Gas Distribution
EPR,EPR Properties Common Stock,United States,1997,Real Estate,Real Estate Investment Trusts
EPRT,Essential Properties Realty Trust Inc. Common Stock,United States,2018,Real Estate,Real Estate Investment Trusts
EQBK,Equity Bancshares Inc. Class A Common Stock,United States,,Finance,Major Banks
EQH,Equitable Holdings Inc. Common Stock,United States,2018,Finance,Specialty Insurers
EQIX,Equinix Inc. Common Stock REIT,United States,2000,Real Estate,Real Estate Investment Trusts
EQNR,Equinor ASA,Norway,,Energy,Integrated oil Companies
EQR,Equity Residential Common Shares of Beneficial Interest,United States,,Real Estate,Real Estate Investment Trusts
EQT,EQT Corporation Common Stock,United States,,Energy,Oil & Gas Production
EQX,Equinox Gold Corp. Common Shares,Canada,,Basic Materials,Precious Metals
ERAS,Erasca Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
ERIC,Ericsson American Depositary Shares,Sweden,,Technology,Radio And Television Broadcasting And Communications Equipment
ERIE,Erie Indemnity Company Class A Common Stock,United States,,Finance,Specialty Insurers
ERII,Energy Recovery Inc. Common Stock,United States,2008,Technology,Industrial Machinery/Components
ERJ,Embraer S.A. Common Stock,Brazil,2000,Industrials,Aerospace
ERO,Ero Copper Corp. Common Shares,Canada,2021,Basic Materials,Metal Mining
ES,Eversource Energy (D/B/A) Common Stock,United States,,Utilities,Electric Utilities: Central
ESAB,ESAB Corporation Common Stock,United States,2022,Industrials,Industrial Machinery/Components
ESE,ESCO Technologies Inc. Common Stock,United States,,Telecommunications,Telecommunications Equipment
ESGR,Enstar Group Limited Ordinary Shares,Bermuda,,Finance,Property-Casualty Insurers
ESGRO,Enstar Group Limited Depository Shares 7.00% Perpetual Non-Cumulative Preference Shares Series E,Bermuda,,Finance,Property-Casualty Insurers
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,Bermuda,,Finance,Property-Casualty Insurers
ESI,Element Solutions Inc. Common Stock,United States,2014,Industrials,Major Chemicals
ESLT,Elbit Systems Ltd. Ordinary Shares,Israel,,Industrials,Military/Government/Technical
ESNT,Essent Group Ltd. Common Shares,Bermuda,2013,Finance,Property-Casualty Insurers
ESPR,Esperion Therapeutics Inc. Common Stock,United States,2013,Health Care,Biotechnology: Pharmaceutical Preparations
ESQ,Esquire Financial Holdings Inc. Common Stock,United States,2017,Finance,Commercial Banks
ESRT,Empire State Realty Trust Inc. Class A Common Stock,United States,2013,Real Estate,Real Estate Investment Trusts
ESS,Essex Property Trust Inc. Common Stock,United States,1994,Real Estate,Real Estate Investment Trusts
ESTA,Establishment Labs Holdings Inc. Common Shares,Costa Rica,2018,Health Care,Industrial Specialties
ESTC,Elastic N.V. Ordinary Shares,United States,2018,Technology,Computer Software: Prepackaged Software
ET,Energy Transfer LP Common Units ,United States,,Utilities,Natural Gas Distribution
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,United States,2005,Finance,Investment Bankers/Brokers/Service
ETD,Ethan Allen Interiors Inc. Common Stock,United States,,Consumer Discretionary,Home Furnishings
ETN,Eaton Corporation PLC Ordinary Shares,Ireland,,Technology,Industrial Machinery/Components
ETNB,89bio Inc. Common Stock,United States,2019,Health Care,Biotechnology: Pharmaceutical Preparations
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,United States,2004,Finance,Investment Managers
ETON,Eton Pharmaceuticals Inc. Common Stock,United States,2018,Health Care,Biotechnology: Pharmaceutical Preparations
ETR,Entergy Corporation Common Stock,United States,,Utilities,Electric Utilities: Central
ETSY,Etsy Inc. Common Stock,United States,2015,Consumer Discretionary,Business Services
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,United States,2005,Finance,Investment Bankers/Brokers/Service
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,United States,2005,Finance,Investment Managers
ETWO,E2open Parent Holdings Inc.Class A Common Stock,United States,2020,Technology,EDP Services
EU,enCore Energy Corp. Common Shares,United States,,Basic Materials,Other Metals and Minerals
EVCM,EverCommerce Inc. Common Stock,United States,2021,Technology,Computer Software: Prepackaged Software
EVER,EverQuote Inc. Class A Common Stock,United States,2018,Technology,Computer Software: Programming Data Processing
EVEX,Eve Holding Inc. Common Stock,,2022,Industrials,Aerospace
EVGO,EVgo Inc. Class A Common Stock,United States,,Technology,EDP Services
EVH,Evolent Health Inc Class A Common Stock,United States,2015,Consumer Discretionary,Other Consumer Services
EVLV,Evolv Technologies Holdings Inc. Class A Common Stock,United States,2020,Technology,Computer peripheral equipment
EVN,Eaton Vance Municipal Income Trust Common Stock,United States,1999,Finance,Investment Managers
EVO,Evotec SE American Depositary Shares,Germany,2021,Health Care,Biotechnology: Pharmaceutical Preparations
EVR,Evercore Inc. Class A Common Stock,United States,2006,Finance,Investment Managers
EVRG,Evergy Inc. Common Stock,United States,,Utilities,Power Generation
EVRI,Everi Holdings Inc. Common Stock,United States,,Consumer Discretionary,Services-Misc. Amusement & Recreation
EVTC,Evertec Inc. Common Stock,Puerto Rico,2013,Technology,EDP Services
EW,Edwards Lifesciences Corporation Common Stock,United States,,Health Care,Industrial Specialties
EWBC,East West Bancorp Inc. Common Stock,United States,,Finance,Major Banks
EWCZ,European Wax Center Inc. Class A Common Stock,United States,2021,Consumer Discretionary,Other Consumer Services
EWTX,Edgewise Therapeutics Inc. Common Stock,United States,2021,Health Care,Biotechnology: Pharmaceutical Preparations
EXAS,Exact Sciences Corporation Common Stock,United States,2001,Health Care,Medical Specialities
EXC,Exelon Corporation Common Stock,United States,,Utilities,Power Generation
EXE,Expand Energy Corporation Common Stock,United States,,Energy,Oil & Gas Production
EXEEL,Expand Energy Corporation Class C Warrants,United States,,Energy,Oil & Gas Production
EXEEW,Expand Energy Corporation Class A Warrants,United States,,Energy,Oil & Gas Production
EXEEZ,Expand Energy Corporation Class B Warrants,United States,,Energy,Oil & Gas Production
EXEL,Exelixis Inc. Common Stock,United States,2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
